,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
169,Graveyard,Manic,Halsey,2020-01-17,181805,68,0.231,0.667,0.583,4.48e-05,0.181,-5.127,0.0747,92.043,4
170,good 4 u,SOUR,Olivia Rodrigo,2021-05-21,178146,91,0.335,0.563,0.664,0.0,0.0849,-5.044,0.154,166.928,4
171,Dinero,Dinero,Trinidad Cardona,2018-02-02,160880,75,0.00772,0.708,0.782,0.0,0.107,-4.687,0.0674,119.997,4
172,seaside_demo,seaside_demo,SEB,2021-05-17,132000,1,0.355,0.706,0.824,0.000133,0.111,-7.959,0.0694,94.98,4
173,Rave The Hills,Rave The Hills,DJ Bertuga,2021-06-17,127424,24,0.492,0.436,0.781,0.0,0.401,-5.696,0.166,88.213,5
174,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,2021-05-21,154983,83,0.00226,0.721,0.738,4.41e-06,0.118,-4.77,0.0403,119.976,4
175,u love u (with Tate McRae),u love u (with Tate McRae),blackbear,2021-06-04,189062,2,0.0156,0.544,0.704,0.0,0.164,-5.678,0.0435,80.029,4
176,Our Song,Our Song,Anne-Marie,2021-05-21,163733,69,0.141,0.595,0.759,0.0,0.172,-4.245,0.0423,80.953,4
177,Payphone,Overexposed Track By Track,Maroon 5,2012-01-01,231173,83,0.0188,0.743,0.752,0.0,0.287,-4.813,0.0414,110.015,4
178,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Måneskin,2021-03-19,173346,83,0.00165,0.75,0.608,0.0,0.178,-4.008,0.0387,132.507,4
179,Beggin',Chosen,Måneskin,2017-12-08,211560,87,0.127,0.714,0.8,0.0,0.359,-4.808,0.0504,134.002,4
180,É Dia de Festa,Choque no Seu Sistema,Niack,2021-06-11,158507,26,0.483,0.858,0.844,0.0,0.111,-5.332,0.0513,134.122,4
181,Build a Bitch,Build a Bitch,Bella Poarch,2021-05-14,122772,78,0.217,0.855,0.463,1.77e-05,0.347,-7.454,0.0367,102.931,4
182,Confetti (feat. Saweetie),Confetti (feat. Saweetie),Little Mix,2021-04-30,185374,64,0.178,0.733,0.643,0.0,0.0609,-6.45,0.053,107.088,4
183,Come Through (feat. Chris Brown),Come Through (feat. Chris Brown),H.E.R.,2021-04-23,214093,67,0.604,0.615,0.422,0.0,0.112,-8.019,0.0504,135.859,5
184,Lost,JORDI (Deluxe),Maroon 5,2021-06-11,172597,76,0.223,0.766,0.706,0.00028,0.064,-6.553,0.16,142.989,4
185,Brotei No Baile Da Matinha,Brotei No Baile Da Matinha,DJ Smuddpurpp,2021-06-09,106945,0,0.412,0.79,0.944,0.0,0.0955,-1.643,0.353,129.893,5
186,She Will Be Loved - Radio Mix,Songs About Jane: 10th Anniversary Edition,Maroon 5,2002,259453,77,0.228,0.651,0.663,0.0,0.0994,-5.569,0.0281,102.0,4
187,911,Chromatica,Lady Gaga,2020-05-29,172133,66,0.0294,0.789,0.813,2.07e-06,0.519,-4.563,0.0374,116.007,4
188,Plutão,Plutão,VMZ,2021-03-26,221461,61,0.375,0.829,0.425,0.0,0.169,-8.992,0.499,147.873,4
189,good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,178147,30,0.3,0.556,0.661,0.0,0.101,-5.052,0.204,168.56,4
190,Baile do Cinga do 12,Baile do Cinga do 12,MC Gontijo,2020-01-16,181864,39,0.277,0.93,0.591,0.0,0.147,1.906,0.261,131.971,4
191,Remind Me to Forget,Remind Me to Forget,Kygo,2018-03-16,217286,66,0.193,0.685,0.508,0.0,0.139,-6.4,0.0987,99.063,4
192,Vem Tranquileba,Vem Tranquileba,DJ TOPO,2021-06-02,196615,47,0.309,0.904,0.778,0.0,0.413,-5.364,0.292,130.11,4
193,Não Quer Chifre,Não Quer Chifre,Mc Frog,2021-03-26,149323,66,0.623,0.873,0.476,4.85e-06,0.0712,-3.962,0.065,132.964,4
194,Soco Soco Bate Bate,Soco Soco Bate Bate,DJ TOPO,2021-05-21,110307,42,0.281,0.881,0.871,0.0,0.0532,-4.593,0.153,130.1,4
195,Pay No Mind (feat. Passion Pit),Adventure (Deluxe),Madeon,2015-03-30,249440,50,0.00592,0.546,0.852,0.0,0.159,-2.445,0.102,112.183,4
196,Dynamite,Dynamite,ILIRA,2021-04-23,125878,65,0.185,0.761,0.821,0.0,0.0692,-5.238,0.202,108.13,4
197,Secrets,Waking Up,OneRepublic,2009-01-01,224693,75,0.0717,0.516,0.764,0.0,0.115,-6.223,0.0366,148.021,4
198,You,You,Regard,2021-04-16,233386,78,0.0592,0.691,0.695,0.0,0.0647,-5.6,0.0367,106.064,4
199,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,2021-04-07,277591,68,0.167,0.661,0.819,0.0,0.0647,-6.269,0.0519,135.937,4
200,The Way You Felt,The Way You Felt,Alec Benjamin,2021-04-30,182810,65,0.715,0.872,0.52,0.0,0.0982,-6.928,0.0618,131.918,4
201,LET IT GO (feat. Justin Bieber & 21 Savage),KHALED KHALED,DJ Khaled,2021-04-30,165526,69,0.24,0.877,0.444,0.0,0.169,-7.547,0.172,129.06,4
202,Hate You + Love You (feat. AJ Mitchell),Hate You + Love You (feat. AJ Mitchell),Cheat Codes,2021-02-05,198874,66,0.0693,0.755,0.689,0.0,0.394,-4.463,0.0305,140.013,4
203,Tomboy,Tomboy,Destiny Rogers,2019-02-28,203445,70,0.423,0.644,0.645,0.00512,0.116,-5.437,0.0557,77.998,4
204,Run,Run,OneRepublic,2021-05-05,169010,77,0.326,0.682,0.72,0.0,0.148,-8.173,0.0381,117.003,4
205,Little Bit of Love,Little Bit of Love (Acoustic),Tom Grennan,2021-01-29,226268,67,0.0833,0.689,0.706,0.0,0.105,-4.48,0.0312,106.52,4
206,Magia,Magia,Alvaro Soler,2021-03-05,192499,63,0.104,0.757,0.671,0.0,0.0729,-7.541,0.0422,133.008,4
207,Arcade,Small Town Boy (Track By Track),Duncan Laurence,2020-11-12,185146,74,0.827,0.453,0.35,0.00122,0.144,-11.639,0.0425,72.017,3
208,River,River,Tom Gregory,2021-03-19,189995,61,0.0237,0.701,0.621,0.0,0.232,-4.972,0.0556,110.03,4
209,Monsters (feat. Demi Lovato and blackbear),Monsters (feat. Demi Lovato and blackbear),All Time Low,2020-12-04,174424,67,0.0137,0.51,0.787,0.0,0.368,-3.712,0.0529,162.092,4
210,Gone Are The Days (feat. James Gillespie),Gone Are The Days (feat. James Gillespie),Kygo,2021-04-15,196677,0,0.355,0.528,0.453,1.06e-06,0.104,-9.398,0.0396,119.761,4
211,Conversations in the Dark - John Legend vs. David Guetta,Conversations in the Dark,John Legend,2020-02-14,210236,66,0.245,0.572,0.742,0.0,0.108,-4.589,0.0347,127.19,4
212,Midnight (feat. Liam Payne),Midnight (feat. Liam Payne),Alesso,2020-04-08,220140,67,0.0561,0.587,0.648,0.0,0.115,-6.927,0.0439,144.028,4
213,Ei Tudo Bem,Ei Tudo Bem,MC Zaquin,2021-04-23,117692,1,0.691,0.807,0.533,0.0,0.403,-5.695,0.0344,129.966,4
214,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",KHALED KHALED,DJ Khaled,2021-04-30,165366,69,0.00196,0.757,0.721,0.0,0.647,-2.906,0.0691,124.036,4
215,Imagination,Imagination,Foster The People,2019-06-21,256266,71,0.115,0.744,0.642,3.95e-05,0.279,-4.6,0.031,94.988,4
216,Cradles,Cradles,Sub Urban,2019-01-04,209829,75,0.27,0.581,0.585,6.48e-05,0.179,-1.87,0.369,67.443,3
217,Shy Away,Choker,Twenty One Pilots,2021-04-30,175044,0,0.000818,0.588,0.856,0.0739,0.238,-5.242,0.0316,96.966,4
218,Choker,Choker,Twenty One Pilots,2021-04-30,223065,0,0.306,0.7,0.664,1.89e-05,0.249,-8.211,0.0394,142.009,4
219,Treat You Better,Treat You Better,Shawn Mendes,2016-06-03,187973,0,0.128,0.448,0.817,0.0,0.105,-4.069,0.386,83.015,4
220,Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,2021-04-23,175238,74,0.13,0.647,0.608,0.0,0.0584,-6.831,0.42,125.994,4
221,Coringa,Coringa,Jão,2021-02-25,187080,54,0.0315,0.73,0.566,0.0,0.191,-5.399,0.0503,96.952,4
222,Tipo Gin - Ao Vivo,Todo Mundo Ama O Chris (Ao Vivo),MC Kevin o Chris,2021-04-09,159146,65,0.78,0.75,0.668,3.13e-06,0.338,-4.49,0.061,94.998,4
223,Fake A Smile,Fake A Smile,Alan Walker,2021-02-19,168118,63,0.212,0.447,0.553,0.0,0.165,-4.817,0.0322,149.877,4
224,Met Him Last Night (feat. Ariana Grande),Dancing With The Devil…The Art of Starting Over,Demi Lovato,2021-04-02,204631,62,0.22,0.538,0.512,0.0,0.101,-4.548,0.0262,144.978,4
225,As I Am (feat. Khalid),Justice,Justin Bieber,2021-03-19,174406,64,0.131,0.608,0.547,0.0,0.0974,-8.151,0.0368,99.947,4
226,Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,2021-01-07,155883,76,0.00302,0.84,0.766,3.61e-06,0.0684,-4.12,0.136,94.018,4
227,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-09,208866,84,0.235,0.762,0.701,0.000158,0.123,-3.541,0.0286,110.968,4
228,Sacrifice,Sacrifice,Bebe Rexha,2021-03-05,160871,66,0.0878,0.659,0.877,0.0,0.094,-5.089,0.0288,119.992,4
229,Rave Timber,Rave Timber,DJ Vitti,2020-09-18,180923,25,0.114,0.797,0.528,0.000275,0.0864,-6.89,0.0549,130.012,4
230,Far Away From Home (feat. Leony),Far Away From Home (feat. Leony),Sam Feldt,2020-06-12,163200,66,0.58,0.595,0.752,0.0,0.105,-5.232,0.097,199.971,4
231,Safe With Me (with Audrey Mika),Safe With Me (with Audrey Mika),Gryffin,2020-11-19,205164,70,0.0449,0.497,0.757,0.0,0.119,-4.189,0.127,169.902,4
232,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,2021-01-15,169153,83,0.0076,0.824,0.862,0.000132,0.303,-3.424,0.126,122.98,4
233,Kikadão,Kikadão,Boyzinho o Rei da Bregadeira,2021-03-19,198181,40,0.175,0.861,0.844,0.00232,0.104,-2.789,0.0549,132.01,4
234,Lifestyle (feat. Adam Levine),Lifestyle (feat. Adam Levine),Jason Derulo,2021-01-21,153865,72,0.0209,0.749,0.674,0.0,0.169,-5.128,0.0366,123.055,4
235,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-26,137875,6,0.297,0.61,0.508,0.0,0.384,-6.682,0.152,178.818,4
236,BEAT DO AKON (Funk Remix),BEAT DO AKON (Funk Remix),Dj Vm,2021-01-25,130912,56,0.0639,0.725,0.546,7.25e-06,0.105,-5.217,0.0658,132.099,4
237,Vou Falar Que Não Quero - Remix,Vou Falar Que Não Quero (Remix),DJ Lucas Beat,2021-03-12,151068,65,0.654,0.825,0.573,9.83e-06,0.11,-3.778,0.0727,134.059,4
238,Follow You,Follow You / Cutthroat,Imagine Dragons,2021-03-12,175643,73,0.00209,0.542,0.732,7.92e-05,0.496,-5.956,0.0521,124.912,4
239,Prepara (Loirinha do Mal),Prepara (Loirinha do Mal),Niack,2021-02-19,149226,30,0.227,0.909,0.874,0.0,0.0809,-2.185,0.0726,134.956,4
240,Bloqueia Eu - Remix,Bloqueia Eu (Remix),DJ Lucas Beat,2021-02-12,129908,61,0.839,0.61,0.688,4.3e-06,0.222,-4.423,0.0793,129.306,4
241,Mandelão do Akon,Mandelão do Akon,JC NO BEAT,2021-03-19,165804,14,0.0255,0.948,0.765,0.000118,0.0655,0.249,0.0917,132.087,4
242,Não Nasceu pra Namorar,Não Nasceu pra Namorar,MC Zaquin,2021-02-25,140307,71,0.14,0.525,0.448,0.0,0.0922,-4.075,0.0443,83.406,4
243,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,198081,87,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,4
244,Don't Play,Don't Play,Anne-Marie,2021-01-15,188580,63,0.0889,0.695,0.784,0.0,0.0843,-6.564,0.0402,128.031,4
245,cheers (with Wiz Khalifa),cheers (with Wiz Khalifa),blackbear,2020-12-25,201009,2,0.0509,0.795,0.642,0.0,0.17,-4.431,0.0288,97.999,4
246,Patience (feat. YUNGBLUD & Polo G),Patience (feat. YUNGBLUD & Polo G),KSI,2021-03-12,181720,61,0.00251,0.616,0.741,0.0,0.307,-4.272,0.0426,122.012,4
247,Glad You Exist,Glad You Exist,Dan + Shay,2021-02-05,144533,71,0.235,0.748,0.551,0.0,0.119,-6.12,0.0349,103.953,4
248,Fly Away,Fly Away,Tones And I,2020-11-13,178156,70,0.217,0.806,0.513,0.0,0.217,-6.208,0.0685,124.988,4
249,Where The Lights Are Low,Where The Lights Are Low,Toby Romeo,2021-01-22,136995,72,0.448,0.759,0.807,0.0,0.105,-5.812,0.122,123.904,4
250,Last Resort,Infest,Papa Roach,2001-04-25,199906,79,0.000481,0.589,0.89,0.00082,0.201,-3.719,0.0603,90.598,4
251,Medicine,Medicine,James Arthur,2021-03-05,208906,60,0.232,0.306,0.74,0.0,0.0892,-4.521,0.0532,98.3,5
252,Bang!,Bang!,AJR,2020-02-12,170858,52,0.0183,0.74,0.516,0.0,0.0558,-6.233,0.0507,139.918,4
253,CHICKEN TENDIES,CHICKEN TENDIES,Clinton Kane,2021-02-19,196844,73,0.358,0.57,0.689,0.0,0.0819,-6.242,0.147,100.087,4
254,The Bones,GIRL,Maren Morris,2019-03-08,197293,75,0.278,0.612,0.57,0.0,0.0963,-6.642,0.0347,77.004,4
255,Set Dj Wesley Gonzaga,Set Dj Wesley Gonzaga,Various Artists,2020-11-17,350824,51,0.732,0.884,0.53,0.0,0.131,-0.833,0.343,129.872,4
256,Saturno,Saturno,BIN,2020-12-10,186947,67,0.704,0.694,0.551,0.0,0.1,-5.929,0.0485,95.003,4
257,Elas Vem pro Baile,Elas Vem pro Baile,Dj Gabriel do Borel,2020-04-17,211212,5,0.196,0.85,0.429,2.66e-06,0.0737,-9.437,0.71,150.036,4
258,Sarra Nela Com Fuzil Na Bandolera,Sarra Nela Com Fuzil Na Bandolera,Dj Wesley Gonzaga,2021-02-22,118384,0,0.433,0.76,0.452,0.0,0.236,-2.315,0.324,114.151,1
259,Faz a Pose - Remix,Faz a Pose (Remix),MC Teteu,2020-12-24,145031,31,0.252,0.747,0.786,0.0,0.151,-3.389,0.193,170.04,4
260,Mega Pra Elas Joga,Mega Pra Elas Joga,Dj Wesley Gonzaga,2021-01-18,142236,50,0.137,0.895,0.743,6.96e-05,0.0654,0.283,0.336,129.746,4
261,Preta do Cabelo Cacheado,Preta do Cabelo Cacheado,Th CDM,2020-05-13,161988,0,0.806,0.817,0.571,0.000145,0.044,-5.841,0.0872,159.881,4
262,On The Ground,R,ROSÉ,2021-03-12,168085,69,0.0174,0.311,0.607,0.0,0.131,-6.578,0.11,188.7,4
263,All Around The World,All Around The World,Now United,2021-02-19,185924,44,0.115,0.643,0.667,0.0,0.178,-5.962,0.0409,160.962,4
264,Angels Like You,Plastic Hearts,Miley Cyrus,2020-11-27,196453,60,0.0981,0.672,0.642,0.0,0.1,-4.035,0.0313,121.981,4
265,Bitter (feat. Trevor Daniel),Bitter (feat. Trevor Daniel),FLETCHER,2020-09-25,194749,59,0.241,0.689,0.643,3.82e-05,0.127,-6.142,0.0735,136.002,4
266,Renk Renk - Olha o Barulinho da Cama,Renk Renk - Olha o Barulinho da Cama,MC MN,2021-01-22,214175,0,0.0713,0.799,0.74,1.3e-06,0.222,-5.525,0.356,129.918,4
267,Aquecimento Do Ventura,Aquecimento Do Ventura,Ventura,2021-03-12,131560,29,0.0141,0.883,0.675,0.014,0.0235,-2.416,0.0747,135.026,4
268,Моя голова винтом (My head is spinning like a screw),Моя голова винтом (My head is spinning like a screw),kostromin,2021-02-02,140000,65,0.0331,0.833,0.748,1.44e-06,0.0728,-5.963,0.229,119.925,4
269,FALA MAL DE MIM,FALA MAL DE MIM,PEDRO SAMPAIO,2021-01-28,154181,67,0.333,0.695,0.805,0.0,0.0794,-4.351,0.0959,165.036,4
270,Paper Loving,Paper Loving,Christopher Martin,2011-05-27,213453,55,0.086,0.627,0.617,0.0,0.215,-5.314,0.31,178.406,4
271,Part Of Me,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,216160,73,0.000417,0.678,0.918,0.0,0.0744,-4.63,0.0355,130.028,4
272,Firework,Teenage Dream,Katy Perry,2010-08-24,227893,72,0.141,0.638,0.832,0.0,0.113,-5.039,0.049,124.071,4
273,Hate Me,Brightest Blue,Ellie Goulding,2020-07-16,188066,67,0.0875,0.64,0.789,0.0,0.147,-4.891,0.0644,75.018,4
274,Sem Fim (feat. Nilo),Sem Fim (feat. Nilo),Elana Dara,2020-10-30,140000,39,0.172,0.529,0.511,0.0,0.205,-7.522,0.115,98.941,4
275,Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,242096,69,0.182,0.586,0.616,0.0,0.0927,-7.964,0.0324,148.088,4
276,Floating Through Space,Floating Through Space,Sia,2021-02-04,177800,68,0.00172,0.575,0.844,0.0,0.114,-4.89,0.072,104.914,4
277,I Hope (feat. Charlie Puth),Goldmine,Gabby Barrett,2020-06-19,211605,64,0.171,0.563,0.576,0.0,0.158,-6.495,0.0401,75.019,4
278,CWJBHN,CWJBHN,Jake Scott,2020-07-17,193113,49,0.27,0.745,0.437,0.0,0.336,-10.64,0.0533,109.967,4
279,Let It Be Me,Neon Future IV,Steve Aoki,2020-04-03,224060,59,0.0797,0.661,0.758,0.0,0.106,-5.299,0.0864,114.098,4
280,Let It Go,Chaos And The Calm,James Bay,2015-03-20,260533,71,0.82,0.536,0.311,1.65e-05,0.107,-10.396,0.0288,147.486,4
281,Good Days,Good Days,SZA,2020-12-25,279204,82,0.499,0.436,0.655,8.1e-06,0.688,-8.37,0.0583,121.002,4
282,Calling My Phone,Calling My Phone,Lil Tjay,2021-02-12,205458,5,0.451,0.907,0.393,1.35e-06,0.135,-7.636,0.0539,104.949,4
283,Hold On,Hold On,Justin Bieber,2021-03-05,170813,77,0.0106,0.658,0.634,0.0,0.132,-5.797,0.0413,139.98,4
284,Back In Blood (feat. Lil Durk),Shiesty Season,Pooh Shiesty,2021-02-05,184489,71,0.151,0.759,0.538,0.0,0.126,-8.256,0.384,146.933,4
285,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix),Nathan Evans,2021-01-21,116750,76,0.0441,0.722,0.893,0.000937,0.0673,-3.255,0.0475,119.932,4
286,Disco Arranhado - Funk Remix,Disco Arranhado (Funk Remix),Malu,2021-01-22,125557,66,0.551,0.747,0.725,0.0,0.0626,-2.564,0.363,129.96,4
287,Mais Que Bom,Mais Que Bom,Vitão,2020-04-16,170722,41,0.108,0.795,0.6,0.0,0.195,-6.621,0.136,84.997,4
288,Acabou a Água (feat. Mc Ygor Yanks),Acabou a Água (feat. Mc Ygor Yanks),MC 3L,2020-11-13,174759,50,0.553,0.907,0.475,3.32e-06,0.265,-2.506,0.072,130.038,4
289,Payphone,Overexposed,Maroon 5,2021-06-20,231386,72,0.0136,0.739,0.756,0.0,0.37,-4.828,0.0394,110.028,4
290,Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-03-03,227395,33,0.0377,0.713,0.676,0.0,0.154,-5.483,0.027,99.048,4
291,Você Não Ama Ninguém 2,Você Não Ama Ninguém 2,Various Artists,2020-01-27,300000,56,0.275,0.652,0.77,0.0,0.126,-4.026,0.0712,135.994,4
292,Idk,Reflections,Caleb Hearn,2020-10-16,204000,9,0.208,0.722,0.531,0.00131,0.114,-8.872,0.0653,89.989,4
293,Walked Through Hell,Walked Through Hell,Anson Seabra,2020-11-20,216864,68,0.664,0.508,0.404,0.0,0.104,-11.092,0.0788,81.713,4
294,under the weather,under the weather,Jillian Rossi,2021-02-05,151459,46,0.434,0.514,0.512,0.0,0.112,-8.775,0.135,184.978,4
295,mr. nice guy,so much has changed,KAYDEN,2020-01-15,220500,61,0.614,0.614,0.657,0.0,0.157,-3.979,0.0255,92.048,4
296,"Brown Eyes, Brown Hair","Brown Eyes, Brown Hair",Caleb Hearn,2021-02-28,186121,42,0.157,0.393,0.488,0.0,0.153,-10.83,0.0356,183.996,4
297,It's Not The Same Anymore,Pony,Rex Orange County,2019-10-25,386200,70,0.873,0.666,0.317,3.74e-05,0.111,-10.644,0.0327,117.676,4
298,Take You Dancing,Take You Dancing,Jason Derulo,2020-07-22,190306,79,0.0332,0.789,0.711,0.0,0.0876,-4.248,0.041,112.985,4
299,Oh Juliana DJ BR4 Rave - DJ BR4 Remix,Oh Juliana DJ BR4 Rave,Mc Lucca Martins,2020-08-27,156923,0,0.266,0.935,0.427,1.41e-06,0.109,-8.548,0.273,130.032,4
300,"Rave Faz a Pose X Toma Banho de Leite (feat. MC Teteu, MC 3L, MC BN, DJ DN, DJ Ery, DJ Tezinho, DJ Douglinhas & GP DA ZL) - Mansão Funk Rave","Rave Faz a Pose X Toma Banho de Leite (feat. MC Teteu, MC 3L, MC BN, DJ DN, DJ Ery, DJ Tezinho, DJ Douglinhas & GP DA ZL) [Mansão Funk Rave]",Megabaile Do Areias,2021-01-29,152045,46,0.0726,0.733,0.673,3.85e-06,0.0591,-5.238,0.135,132.053,4
301,Mega Da Dance Monkey,Mega Da Dance Monkey,Dj Nattan,2020-05-28,143999,0,0.557,0.858,0.62,1.18e-06,0.0863,-4.244,0.342,130.092,4
302,"Eu Caçava as Puta, Agora as Puta Que Me Caça (feat. Mc Topre)","Eu Caçava as Puta, Agora as Puta Que Me Caça (feat. Mc Topre)",Two Maloka,2020-12-01,163677,46,0.228,0.953,0.666,1.58e-06,0.838,-4.968,0.209,130.023,4
303,Rave Slow Down,Eae DJ Topo,DJ TOPO,2020-07-24,241846,36,0.084,0.896,0.6,4.5e-05,0.244,-6.083,0.182,130.041,4
304,Mega Funk Toma Tapão,Mega Funk Toma Tapão,DJ Luan Mark,2020-06-04,404427,37,0.183,0.923,0.758,0.074,0.441,-5.795,0.0683,129.999,4
305,Cover Me In Sunshine,Cover Me In Sunshine,P!nk,2021-02-12,141050,76,0.0599,0.476,0.594,0.0,0.0785,-6.879,0.135,159.702,4
306,Bandida,111 DELUXE,Pabllo Vittar,2020-11-26,146543,59,0.192,0.9,0.606,1.58e-06,0.0649,-6.003,0.184,134.986,4
307,Holy (feat. Chance The Rapper),Holy,Justin Bieber,2020-09-18,212093,75,0.196,0.673,0.704,0.0,0.0898,-8.056,0.36,86.919,4
308,What Other People Say,What Other People Say,Sam Fischer,2021-02-04,194890,72,0.158,0.652,0.472,0.0,0.121,-8.084,0.0399,126.904,4
309,Tcheca,Epica,Danny Bond,2017-12-22,178739,47,0.377,0.71,0.922,1.33e-05,0.633,-6.296,0.0627,90.028,4
310,Lil Bit,Lil Bit,Nelly,2020-10-23,195962,72,0.0255,0.707,0.689,0.0,0.383,-7.097,0.0387,119.987,4
311,Agua de Jamaica,#7DJ (7 Días En Jamaica),Maluma,2021-01-28,176970,66,0.123,0.664,0.665,0.0,0.411,-3.616,0.0879,173.961,4
312,Hecha Pa' Mi,Más Negro Que Rojo,Boza,2020-07-31,186133,76,0.362,0.725,0.756,0.000685,0.103,-5.013,0.0572,100.07,4
313,SO DONE,SO DONE,The Kid LAROI,2020-10-23,126521,67,0.232,0.719,0.598,0.0,0.115,-6.254,0.077,142.592,4
314,Rather Be You,Heaven in a World so Cold,Tom Gregory,2020-09-18,172617,52,0.177,0.748,0.71,0.0,0.171,-4.469,0.0366,89.003,4
315,Copines,NAKAMURA,Aya Nakamura,2018-11-02,171720,72,0.27,0.701,0.787,0.0,0.105,-3.941,0.0855,180.027,4
316,Ménage,Ménage,MC JottaPê,2020-11-20,134400,38,0.215,0.814,0.681,0.0,0.0765,-4.547,0.123,99.985,4
317,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",34+35 (Remix),Ariana Grande,2021-01-15,182437,69,0.205,0.88,0.662,0.0,0.227,-5.766,0.304,109.988,4
318,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,2020-11-06,192745,73,0.151,0.721,0.745,1.24e-06,0.372,-3.508,0.0366,90.988,4
319,Wait a Minute!,ARDIPITHECUS,WILLOW,2015-01-11,196520,86,0.0371,0.764,0.705,1.94e-05,0.0943,-5.279,0.0278,101.003,4
320,Amor ou o Litrão - Brega Funk,Amor ou o Litrão (Brega Funk),Mila,2020-12-04,170000,45,0.382,0.783,0.902,0.0,0.0556,-3.063,0.0351,144.116,4
321,Camisa do Flamengo,Camisa do Flamengo,MC Meno K,2020-12-29,148800,0,0.522,0.688,0.559,0.0,0.104,-10.06,0.699,99.563,3
322,Vai Tomando Foguenta,Vai Tomando Foguenta,MC Yuri,2020-12-02,156969,47,0.138,0.869,0.89,0.144,0.0475,1.221,0.229,130.192,4
323,Maçã Verde,Avisa que é o Funk,MC Hariel,2020-10-09,164307,68,0.0428,0.582,0.531,7.39e-06,0.1,-3.725,0.0905,85.322,5
324,Arcade (feat. FLETCHER),Small Town Boy,Duncan Laurence,2020-11-27,187453,71,0.815,0.446,0.395,0.00216,0.128,-9.328,0.0365,71.944,3
325,One Whole Day (feat. Wiz Khalifa),One Whole Day (feat. Wiz Khalifa),Dixie,2020-12-04,176854,58,0.038,0.64,0.863,0.0,0.294,-4.002,0.0322,81.003,4
326,Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,2021-01-06,132780,80,0.175,0.778,0.695,0.0,0.15,-6.865,0.0913,149.996,4
327,Save Your Tears,After Hours,The Weeknd,2020-03-20,215626,88,0.0212,0.68,0.826,1.24e-05,0.543,-5.487,0.0309,118.051,4
328,"Apaga Luz, Apaga Tudo - Challenge","Apaga Luz, Apaga Tudo - Challenge",DJ TN Beat,2020-12-17,121846,0,0.0215,0.722,0.986,0.000228,0.0621,1.317,0.227,130.13,4
329,Alive (It Feels Like),Alive (It Feels Like),Alok,2020-10-16,142500,65,0.0171,0.66,0.855,8.25e-05,0.374,-4.559,0.0317,126.035,4
330,Beat Eu Era (Funk Remix),Beat Eu Era (Funk Remix),Sr. Nescau,2020-12-16,130681,53,0.211,0.863,0.903,0.0,0.0956,-2.126,0.148,129.867,4
331,Tokyo Drifting,Dreamland (+ Bonus Levels),Glass Animals,2020-08-06,216821,56,0.12,0.715,0.438,0.000139,0.107,-9.874,0.0575,128.905,4
332,Jenny (I Wanna Ruin Our Friendship),Jenny (I Wanna Ruin Our Friendship),Studio Killers,2020-12-04,215280,75,0.00305,0.668,0.798,0.0144,0.277,-5.701,0.0334,133.928,4
333,oops!,Gasanova,Yung Gravy,2020-10-02,139759,68,0.0358,0.886,0.743,0.000198,0.0511,-6.797,0.0812,131.902,4
334,It's Tricky,Raising Hell,Run–D.M.C.,1986-05-15,183760,70,0.00131,0.965,0.857,0.0,0.0726,-8.458,0.17,127.656,4
335,SexyBack (feat. Timbaland),FutureSex/LoveSounds,Justin Timberlake,2006-09-12,242733,78,0.0584,0.967,0.583,0.0,0.0519,-5.562,0.0789,117.0,4
336,I Am (feat. Flo Milli),After The Rain,Baby Tate,2020-12-04,182464,64,0.105,0.932,0.835,0.0,0.0847,-3.905,0.156,144.02,4
